cluster_id,x_ned,y_ned,confidence,detection_count,timestamp
-1,7.91549438792212,-6.036606427109207,0.4195398986339569,3,1782230144.6558247
0,6.419193058536422,-3.8932265335033733,0.42616434892018634,3,1782230138.3786895
1,7.037702346537313,7.080456842542856,0.501889488526753,7,1782230138.498105
2,3.6499082490801587,0.34469528610880523,0.4303004188197,7,1782230140.3593285
